SamAccountName,Password,Path,GivenName,Surname,Initials,Name,DisplayName,Title
Dan.Cotton,Arnold1,"OU=Accounting,DC=windomain,DC=local",Dan,Cotton,DC,Dan Cotton,Dan Cotton,Mr
Belinda.Riggs,1Passwor,"OU=Personnel,DC=windomain,DC=local",Belinda,Riggs,BR,Belinda Riggs,Belinda Riggs,Dr
Damon.Guy,Asdfgh1,"OU=Personnel,DC=windomain,DC=local",Damon,Guy,DG,Damon Guy,Damon Guy,Mr
Susanne.Carroll,Birdie1,"OU=Accounting,DC=windomain,DC=local",Susanne,Carroll,SC,Susanne Carroll,Susanne Carroll,Mrs
Claudette.Morales,Rainbow6,"OU=Accounting,DC=windomain,DC=local",Claudette,Morales,CM,Claudette Morales,Claudette Morales,Dr
Dick.Caldwell,Cb207sl,"OU=IT,DC=windomain,DC=local",Dick,Caldwell,DC,Dick Caldwell,Dick Caldwell,Mr
Annabelle.Daniels,1Charles,"OU=Sales,DC=windomain,DC=local",Annabelle,Daniels,AD,Annabelle Daniels,Annabelle Daniels,Dr
Roosevelt.Mcguire,Doggie1,"OU=Personnel,DC=windomain,DC=local",Roosevelt,Mcguire,RM,Roosevelt Mcguire,Roosevelt Mcguire,Mr
Archie.Todd,9KYQ6FGe,"OU=Sales,DC=windomain,DC=local",Archie,Todd,AT,Archie Todd,Archie Todd,Dr
Freddy.Andrews,m6cJy69u35,"OU=Personnel,DC=windomain,DC=local",Freddy,Andrews,FA,Freddy Andrews,Freddy Andrews,Mr
